feature,logistic_coef
duration_sec,0.36152375234415224
additions,0.15526032900285164
deletions,-0.11904375213300944
run_attempt,0.09652204982542843
commit_message_len,0.09193196802546955
files_changed,-0.0852686423676391
total_changes,0.0625612311537109
